대지위치,착공예정일,실착공일,사용승인일,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정용면적(㎡),용적률(%),주용도,기타용도,위도,경도,labels
경기도 광명시 일직동 226-4,20100524.0,20100524.0,20100914.0,330.0,108.76,32.96,286.83,286.83,86.92,단독주택,,37.4212396,126.886224,단독주택
경기도 광명시 소하동 광명소하택지개발사업지구내 A13 19,20100525.0,20100525.0,20101008.0,225.0,111.89,49.72,211.46,211.46,93.98,단독주택,,37.4454883,126.8880089,단독주택
경기도 광명시 소하동 광명소하택지개발사업지구내 단독주택 필지번호 A13- 14,20100604.0,20100604.0,20101013.0,210.0,76.43,36.4,115.83,115.83,55.16,단독주택,,37.4454883,126.8880089,단독주택
경기도 광명시 소하동 소하지구 A14 2,20100611.0,20100611.0,20101020.0,220.0,91.4,41.5455,218.8,218.8,99.4545,단독주택,다가구주택(4가구),37.4506584,126.885954,단독주택
경기도 광명시 소하동 소하지구 A8 1,20100611.0,20100611.0,20101101.0,229.6,106.56,46.4111,229.46,229.46,99.939,단독주택,다가구주택,37.4506584,126.885954,단독주택
경기도 광명시 일직동 366-4,20100618.0,20100618.0,20100917.0,330.0,180.75,54.77,298.62,298.62,90.49,단독주택,,37.4212396,126.886224,단독주택
경기도 광명시 소하동 택지개발사업구역 B8-4,20100623.0,20100623.0,20101105.0,601.0,419.24,69.76,854.16,854.16,142.12,제2종근린생활시설,일반음식점,37.4397486,126.881855,제2종근린생활시설
경기도 광명시 일직동 367,20100705.0,20100705.0,20101118.0,258.0,154.29,59.8,293.01,293.01,113.57,단독주택,,37.4212396,126.886224,단독주택
경기도 광명시 하안동 광명밤일지구 26 1,20100708.0,20100708.0,20101005.0,503.5,249.6,49.57,468.0,468.0,92.95,제2종근린생활시설,,37.4590598,126.8698947,제2종근린생활시설
경기도 광명시 소하동 86,20100710.0,,,87980.0,181.81,0.21,147.1,147.1,0.17,제1종근린생활시설,,37.4387952,126.8750263,제1종근린생활시설
경기도 광명시 소하동 1282-4,20100715.0,20100715.0,20101109.0,283.1,166.42,58.78,468.49,468.49,165.49,단독주택,다가구주택,37.4552592,126.8831618,단독주택
경기도 광명시 소하동 소하국민임대주택단지예정지구 B1 2,20100722.0,20100722.0,20101011.0,1006.4,661.08,65.69,1667.65,1667.65,165.7,제1종근린생활시설,소매점,37.4483398,126.8916197,제1종근린생활시설
경기도 광명시 소하동 1317-4,20100724.0,20100724.0,20101126.0,223.1,111.46,49.96,258.05,218.01,97.72,단독주택,,37.4479084,126.890075,단독주택
경기도 광명시 소하동 1316-7,20100728.0,20100728.0,20101229.0,222.4,108.21,48.66,281.8,188.3,84.67,단독주택,단독주택,37.4483322,126.8900968,단독주택
경기도 광명시 일직동 368,20100806.0,20100806.0,20101231.0,424.0,223.28,52.66,299.99,299.99,70.75,제2종근린생활시설,,37.4212396,126.886224,제2종근린생활시설
경기도 광명시 소하동 1366-1,20100818.0,20100818.0,20120227.0,661.0,392.35,59.357,1800.85,1304.61,197.3691,종교시설,교회,37.4488287,126.8938872,종교시설
경기도 광명시 소하동 1379,20100823.0,20100823.0,20110715.0,866.0,505.96,58.42,1451.06,1184.89,136.82,종교시설,교회,37.4332768,126.8802981,종교시설
경기도 광명시 광명동 243,20100902.0,20100902.0,20101008.0,305.0,84.0,27.54,84.0,84.0,27.54,제2종근린생활시설,수리점,37.4741742,126.8468832,제2종근린생활시설
경기도 광명시 소하동 1320-2,20100907.0,20100907.0,20101224.0,219.9,94.21,42.84,311.42,218.9,99.54,단독주택,다가구주택,37.4489693,126.8886732,단독주택
경기도 광명시 광명동 162-15,20100909.0,20100909.0,20101231.0,664.0,101.29,15.25,101.29,101.29,15.25,위험물저장및처리시설,사무실/캐노피/기계실,37.4816525,126.8475894,위험물저장및처리시설
경기도 광명시 소하동 1339,20100920.0,20100920.0,20110531.0,1022.1,710.33,69.49,6884.74,5107.18,499.67,제1종근린생활시설,제2종근린생활시설,37.4479175,126.8840278,제1종근린생활시설
경기도 광명시 소하동 1278,20100927.0,20100927.0,20110210.0,234.9,106.63,45.39,329.58,234.12,99.67,단독주택,,37.4559441,126.8810433,단독주택
경기도 광명시 소하동 1275,20100929.0,20100929.0,20110517.0,948.8,453.97,47.85,529.4,523.04,55.13,위험물저장및처리시설,주유소,37.4561823,126.8802826,위험물저장및처리시설
경기도 광명시 소하동 1364,20100930.0,20100930.0,20110413.0,2308.5,1384.65,59.98,6282.9,4616.44,199.98,제1종근린생활시설,,37.4483456,126.8914776,제1종근린생활시설
경기도 광명시 일직동 220-4,20101004.0,20101004.0,20110131.0,562.0,128.51,22.87,197.09,197.09,35.07,단독주택,,37.4212396,126.886224,단독주택
경기도 광명시 소하동 1282-3,20101004.0,20101004.0,20110407.0,283.1,166.66,58.87,465.11,465.11,164.29,단독주택,,37.4553193,126.8833229,단독주택
경기도 광명시 일직동 22-3,20101013.0,20101013.0,20101227.0,358.0,200.0,55.87,200.0,200.0,55.87,창고시설,농기계공동보관창고,37.4212396,126.886224,창고시설
경기도 광명시 일직동 광명역세권택지개발사업지구 유1블럭,20101014.0,20101014.0,20110624.0,802.0,368.44,45.94,590.49,590.49,73.63,위험물저장및처리시설,,37.416522,126.884789,위험물저장및처리시설
경기도 광명시 소하동 1312-1,20101014.0,20101014.0,20110317.0,264.0,154.86,58.66,515.85,515.85,195.39,단독주택,,37.4496481,126.8885296,단독주택
경기도 광명시 일직동 22-8,20101014.0,20101014.0,20101025.0,312.0,173.37,55.57,187.67,187.67,60.15,창고시설,마을공동작업장,37.4212396,126.886224,창고시설
경기도 광명시 소하동 1278-4,20101019.0,20101019.0,20110210.0,230.7,110.93,48.08,325.3,230.13,99.75,단독주택,,37.4559178,126.8813081,단독주택
경기도 광명시 소하동 1341-3,20101028.0,20101028.0,20110817.0,1179.8,825.39,69.96,8021.85,5896.8,499.81,제1종근린생활시설,제2종근린생활시설,37.4469571,126.8833503,제1종근린생활시설
경기도 광명시 소하동 1313-6,20101029.0,20101029.0,20101224.0,229.8,112.86,49.11,268.35,229.35,99.8,단독주택,다가구주택,37.4492431,126.8891488,단독주택
경기도 광명시 소하동 산 144,20101101.0,20101101.0,20111019.0,50011.0,310.35,0.62,310.35,310.35,0.62,제1종근린생활시설,공원관리소,37.4397486,126.881855,제1종근린생활시설
경기도 광명시 소하동 1337-8,20101108.0,20101108.0,20110802.0,601.0,404.51,67.31,3031.515,2144.81,356.87,제1종근린생활시설,"제2종근린생활시설,종교시설",37.4463434,126.8854898,제1종근린생활시설
경기도 광명시 노온사동 759-4,20101112.0,20101112.0,20110311.0,395.0,236.34,59.83,294.56,294.56,74.57,제2종근린생활시설,,37.4265829,126.8469243,제2종근린생활시설
경기도 광명시 소하동 1311-4,20101113.0,20101113.0,20110329.0,230.2,102.56,45.55,228.15,228.15,99.1,단독주택,다가구용단독주택,37.4496603,126.8896855,단독주택
경기도 광명시 소하동 산 95-5,20101116.0,20101116.0,20101220.0,24850.0,72.04,0.2899,240.04,72.04,0.2899,제1종근린생활시설,,37.450409,126.8767421,제1종근린생활시설
경기도 광명시 소하동 산 95-5,20101116.0,20101116.0,20101220.0,24850.0,72.04,0.2899,240.04,72.04,0.2899,제1종근린생활시설,,37.450409,126.8767421,제1종근린생활시설
경기도 광명시 소하동 939-1,20101117.0,20101117.0,20110519.0,407.5,209.408,51.3885,658.12,658.12,161.5,공동주택,다세대주택,37.4343526,126.8776853,공동주택
경기도 광명시 소하동 1077-2,20101124.0,20101124.0,20110414.0,299.0,203.43,68.0368,665.04,600.78,200.9298,제1종근린생활시설,,37.434441,126.8790895,제1종근린생활시설
경기도 광명시 소하동 1321-4,20101125.0,20101130.0,20110616.0,263.3,146.99,55.83,493.73,493.73,187.52,단독주택,외1건,37.4480766,126.8889254,단독주택
경기도 광명시 소하동 1339-1,20101201.0,20101201.0,20110930.0,1046.3,726.48,69.43,7098.28,5231.28,499.98,제1종근린생활시설,"근린생활시설,교육연구시설",37.4476504,126.8840267,제1종근린생활시설
경기도 광명시 소하동 1313-7,20101202.0,20101202.0,20110422.0,229.8,113.73,49.49,227.98,227.98,99.21,단독주택,다가구주택,37.4491835,126.8890101,단독주택
경기도 광명시 소하동 1341,20101203.0,20101203.0,20110809.0,1007.0,660.83,65.62,6739.48,5021.22,498.63,제1종근린생활시설,,37.4479157,126.8833503,제1종근린생활시설
경기도 광명시 소하동 1316-6,20101208.0,20101209.0,20110418.0,221.0,98.07,44.6606,313.55,219.84,99.4751,단독주택,,37.4483878,126.8902202,단독주택
경기도 광명시 소하동 1278-2,20101221.0,20101221.0,20110513.0,229.9,103.56,45.05,332.1,228.54,99.41,단독주택,,37.4557576,126.8812101,단독주택
경기도 광명시 소하동 1321-3,20101227.0,20101227.0,20110503.0,285.7,167.42,58.6,494.78,494.78,173.18,단독주택,제1종근린생활시설(소매점),37.4481591,126.8888102,단독주택
경기도 광명시 소하동 1320,20101227.0,20101227.0,20110422.0,221.7,94.16,42.47,220.96,220.96,99.67,단독주택,다가구주택,37.4491841,126.8885172,단독주택
경기도 광명시 하안동 밤일지구 23 2,20101229.0,20101229.0,20110712.0,694.9,396.7,57.09,399.7,399.7,57.52,제2종근린생활시설,제2종근린생활시설,37.4590598,126.8698947,제2종근린생활시설
경기도 광명시 소하동 1320-3,20110105.0,20110105.0,20110422.0,220.0,109.44,49.75,219.58,219.58,99.81,단독주택,다가구주택,37.4488621,126.8887511,단독주택
경기도 광명시 하안동 밤일지구 21 1,20110105.0,20110105.0,20111026.0,903.3,449.64,49.7775,851.43,851.43,94.2577,제2종근린생활시설,,37.4590598,126.8698947,제2종근린생활시설
경기도 광명시 소하동 1312-10,20110108.0,20110108.0,20110607.0,264.0,158.24,59.9394,393.48,393.48,149.0455,단독주택,,37.4495855,126.8888963,단독주택
경기도 광명시 일직동 369-3,20110121.0,20110121.0,20110519.0,203.0,121.28,59.74,194.38,194.38,95.75,단독주택,단독주택,37.4212396,126.886224,단독주택
경기도 광명시 소하동 1343,20110207.0,20110207.0,20110428.0,1550.9,891.49,57.4821,2219.23,2219.23,143.093,판매시설,상점,37.44724799999999,126.8816699,판매시설
경기도 광명시 소하동 1314-8,20110208.0,20110208.0,20110516.0,220.6,98.31,44.565,220.47,220.47,99.941,단독주택,,37.4489554,126.8894973,단독주택
경기도 광명시 옥길동 134,20181112.0,20110212.0,20191114.0,998.0,498.78,49.98,997.56,997.56,99.96,제1종근린생활시설,제1종근린생활시설(소매점),37.4726011,126.8383647,제1종근린생활시설
경기도 광명시 소하동 1320-5,20110214.0,20110214.0,20110721.0,220.0,102.86,46.75,314.28,218.92,99.51,단독주택,,37.4486477,126.8889069,단독주택
경기도 광명시 소하동 29-8,20110215.0,20110215.0,20110429.0,356.0,183.36,51.51,332.81,332.81,93.49,제2종근린생활시설,제1종근린생활시설,37.4507125,126.8911812,제2종근린생활시설
경기도 광명시 소하동 1317-3,20110217.0,20110217.0,20110601.0,223.2,108.9,48.79,238.02,223.18,99.99,단독주택,다가구주택,37.4479725,126.8902284,단독주택
경기도 광명시 하안동 밤일지구 24 7,20110222.0,20110222.0,20111109.0,1061.1,308.71,29.09,476.16,476.16,44.87,제2종근린생활시설,제2종근린생활시설,37.4590598,126.8698947,제2종근린생활시설
경기도 광명시 일직동 22-7,20110223.0,20110223.0,20110530.0,330.0,196.56,59.56,299.4,299.4,90.73,단독주택,단독주택,37.4212396,126.886224,단독주택
경기도 광명시 소하동 1276-3,20110224.0,20110224.0,20110801.0,261.2,129.63,49.63,260.43,260.43,99.71,단독주택,다가구 주택,37.45573270000001,126.8808548,단독주택
경기도 광명시 소하동 1340-5,20110224.0,20110224.0,20120920.0,1838.7,1282.72,69.7623,18556.37,12409.89,674.9274,업무시설,"제1,2종근린생활시설",37.4484016,126.88331,업무시설
경기도 광명시 소하동 광명역세권 사업지구내 근린생활시설용지 근1 2(403-0),20110308.0,20110308.0,20111004.0,504.0,282.96,56.14,1129.99,1129.99,224.2,제2종근린생활시설,"(일반음식점,학원,소매점,의원)",37.4397486,126.881855,제2종근린생활시설
경기도 광명시 일직동 224-2,20110310.0,20110310.0,20111107.0,330.0,197.5,59.85,298.56,298.56,90.47,단독주택,,37.4212396,126.886224,단독주택
경기도 광명시 소하동 1337-1,20110310.0,20110310.0,20110629.0,597.3,416.95,69.81,1629.69,1453.49,243.34,제2종근린생활시설,,37.4477836,126.8854901,제2종근린생활시설
경기도 광명시 소하동 1313-5,20110315.0,20110315.0,20110708.0,230.0,113.4,49.3,228.9,228.9,99.52,단독주택,다가구주택,37.4493027,126.8892874,단독주택
경기도 광명시 소하동 1280,20110321.0,20110321.0,20130403.0,2054.3,1105.81,53.83,8829.71,3748.25,182.46,종교시설,교회,37.4559523,126.8825254,종교시설
경기도 광명시 소하동 1340-2,20110331.0,20110331.0,20120426.0,1172.7,815.74,69.56,9995.55,8020.05,683.9,제1종근린생활시설,의료시설,37.4481983,126.8820145,제1종근린생활시설
경기도 광명시 소하동 1314-1,20110405.0,20110405.0,20110809.0,221.4,97.39,43.99,317.04,220.93,99.79,단독주택,,37.4489789,126.8891476,단독주택
경기도 광명시 소하동 1278-1,20110405.0,20110405.0,20110901.0,230.0,111.7,48.57,322.09,226.54,98.5,단독주택,다가구주택,37.4558511,126.8811283,단독주택
경기도 광명시 소하동 1282-2,20110414.0,20110414.0,20110817.0,230.9,137.85,59.7,460.69,460.69,199.52,단독주택,"(다가구주택),제1종근린생활시설(소매점)",37.4554946,126.8832119,단독주택
경기도 광명시 소하동 1318,20110418.0,20110418.0,20110831.0,227.5,112.87,49.61,211.04,211.04,92.76,단독주택,단독주택,37.4479022,126.8897705,단독주택
경기도 광명시 소하동 929-1,20110420.0,20110420.0,20110908.0,194.0,115.58,59.58,449.52,449.52,231.71,공동주택,,37.4353505,126.878447,공동주택
경기도 광명시 소하동 1315-6,20110423.0,20110423.0,20110826.0,230.0,112.5,48.91,229.95,229.95,99.98,단독주택,,37.4485804,126.8896304,단독주택
경기도 광명시 소하동 1311-13,20110426.0,20110426.0,20110823.0,227.4,107.88,47.44,226.59,226.59,99.64,단독주택,다가구주택,37.4486814,126.8903469,단독주택
경기도 광명시 하안동 568,20110502.0,20110502.0,20110908.0,213.0,91.12,42.78,91.12,91.12,42.78,제2종근린생활시설,제2종근린생활시설,37.4588441,126.8682062,제2종근린생활시설
경기도 광명시 소하동 1316,20110503.0,20110503.0,20110823.0,224.8,108.31,48.18,223.27,223.27,99.32,단독주택,다가구주택,37.4482553,126.8895009,단독주택
경기도 광명시 소하동 1314,20110511.0,20110511.0,20110825.0,221.1,102.08,46.17,220.56,220.56,99.76,단독주택,다가구주택,37.448922,126.8890189,단독주택
경기도 광명시 소하동 29-7,20110517.0,,20110801.0,158.0,94.7,59.94,94.7,94.7,59.94,제1종근린생활시설,제1종근린생활시설,37.4507334,126.8913782,제1종근린생활시설
경기도 광명시 소하동 1318-3,20110520.0,20110520.0,20110902.0,225.1,107.71,47.8498,181.6,181.6,80.6753,단독주택,,37.4476676,126.8901209,단독주택
경기도 광명시 소하동 1338-3,20110524.0,20110524.0,20120201.0,865.0,594.06,68.68,5791.2,4293.17,496.32,제1종근린생활시설,,37.4472878,126.8845269,제1종근린생활시설
경기도 광명시 소하동 1276-4,20110526.0,20110526.0,20110831.0,261.8,130.35,49.79,259.62,259.62,99.17,단독주택,다가구주택,37.455616,126.8809564,단독주택
경기도 광명시 광명동 757-7,20110530.0,20110530.0,20111213.0,299.7,149.6,49.92,640.74,640.74,213.78,공동주택,,37.470335,126.8463231,공동주택
경기도 광명시 소하동 1316-5,20110602.0,20110602.0,20111104.0,224.2,96.57,43.07,319.7,223.86,99.85,단독주택,다가구주택,37.4485245,126.8901265,단독주택
경기도 광명시 소하동 1311-10,20110603.0,20110603.0,20111101.0,228.2,113.72,49.83,227.0,227.0,99.47,단독주택,다가구주택,37.4489902,126.8901383,단독주택
경기도 광명시 소하동 1311-9,20110604.0,20110604.0,20111013.0,229.4,107.4,46.82,323.76,228.78,99.73,단독주택,다가구주택,37.4491413,126.8900361,단독주택
경기도 광명시 소하동 909,20110604.0,20110604.0,20111031.0,118.0,67.94,57.58,271.76,237.32,201.12,단독주택,다가구주택,37.4381704,126.8784328,단독주택
경기도 광명시 소하동 1363-1,20110606.0,20110606.0,20120221.0,405.0,241.69,59.67,1299.21,797.07,196.8074,종교시설,교회,37.4508515,126.8930076,종교시설
경기도 광명시 하안동 밤일지구 21 3,20110608.0,20110608.0,20111229.0,326.7,190.0,58.1573,320.0,320.0,97.9492,제2종근린생활시설,,37.4590598,126.8698947,제2종근린생활시설
경기도 광명시 소하동 1015-6,20110610.0,,,20091.0,81.66,0.4065,81.66,81.66,0.4065,제1종근린생활시설,공중화장실(여),37.4345446,126.8815785,제1종근린생활시설
경기도 광명시 소하동 1015-6,20110610.0,,,20091.0,81.66,0.4065,81.66,81.66,0.4065,제1종근린생활시설,공중화장실(남),37.4345446,126.8815785,제1종근린생활시설
경기도 광명시 소하동 1315-5,20110611.0,20110611.0,20111018.0,230.0,108.74,47.28,225.83,225.83,98.19,단독주택,다가구주택,37.44864,126.889769,단독주택
경기도 광명시 소하동 1311-6,20110611.0,20110611.0,20111018.0,229.4,111.47,48.59,229.37,229.37,99.99,단독주택,다가구주택,37.4494526,126.8898258,단독주택
경기도 광명시 소하동 1318-1,20110611.0,20110611.0,20110930.0,228.6,103.92,45.46,227.28,227.28,99.42,단독주택,다가구주택,37.4477634,126.8898636,단독주택
경기도 광명시 하안동 694,20110620.0,20110620.0,20120106.0,704.0,140.4,19.94,691.34,280.8,39.89,제2종근린생활시설,"제1,2종근린생활시설,단독주택",37.4623331,126.862255,제2종근린생활시설
경기도 광명시 소하동 1315-7,20110622.0,20110622.0,20120104.0,230.0,108.8,47.3043,218.91,203.92,88.6609,단독주택,다가구주택,37.4485208,126.8894917,단독주택
경기도 광명시 소하동 1067-2,20110706.0,,,735.0,364.85,49.64,363.85,363.85,49.5,제1종근린생활시설,우체국,37.4397486,126.881855,제1종근린생활시설
경기도 광명시 하안동 밤일지구 도시개발사업 23블록 9로트,20110706.0,20110706.0,20120118.0,408.0,243.13,59.59,583.16,583.16,142.93,제2종근린생활시설,일반음식점,37.4590598,126.8698947,제2종근린생활시설
경기도 광명시 철산동 259,20110719.0,20110719.0,20120905.0,1224.0,714.2,58.35,7140.48,6131.43,500.93,제1종근린생활시설,"제2종근린생활시설,업무시설",37.47607199999999,126.8659695,제1종근린생활시설
경기도 광명시 소하동 1336,20110725.0,,,8265.0,2071.11,25.06,4872.52,4507.14,54.53,업무시설,,37.4485929,126.8851618,업무시설
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단6 6,20110726.0,20110726.0,20111028.0,264.0,158.32,59.97,471.86,471.86,178.73,단독주택,"(다가구주택), 제1종근린생활시설(소매점)",37.4397486,126.881855,단독주택
경기도 광명시 광명동 747-2,20110727.0,20110727.0,20111228.0,306.5,179.76,58.65,603.14,603.14,196.78,공동주택,다세대주택,37.4675375,126.8486936,공동주택
경기도 광명시 소하동 1311-11,20110802.0,20110802.0,20111125.0,227.3,110.57,48.65,226.36,226.36,99.59,단독주택,다가구주택,37.44888710000001,126.8902079,단독주택
경기도 광명시 소하동 1317,20110804.0,20110804.0,20111125.0,221.5,100.68,45.45,220.08,220.08,99.36,단독주택,다가구주택,37.4480192,126.8899946,단독주택
경기도 광명시 소하동 1312-6,20110812.0,20110812.0,20120202.0,262.9,156.95,59.7,493.91,493.91,187.87,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4499031,126.8891896,단독주택
경기도 광명시 소하동 1320-10,20110812.0,20110812.0,20111123.0,220.0,109.44,49.75,215.98,215.98,98.17,단독주택,,37.44806490000001,126.8893303,단독주택
경기도 광명시 소하동 1276-1,20110817.0,20110817.0,20111207.0,260.0,129.67,49.87,258.92,258.92,99.58,단독주택,,37.4559684,126.8806559,단독주택
경기도 광명시 소하동 1337,20110817.0,20110817.0,20120227.0,606.1,423.04,69.8,2139.05,1632.4,269.33,제2종근린생활시설,,37.4479643,126.8854902,제2종근린생활시설
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단5 4,20110824.0,20110824.0,20111222.0,263.0,156.65,59.56,481.12,481.12,182.94,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4397486,126.881855,단독주택
경기도 광명시 소하동 광명시 역세권택지개발사업지구내 단6 3,20110826.0,20110826.0,20111223.0,263.0,157.74,59.98,493.91,493.91,187.8,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4397486,126.881855,단독주택
경기도 광명시 소하동 1311-2,20110830.0,20110830.0,20120202.0,300.2,176.08,58.65,562.9,562.9,187.51,단독주택,,37.4499635,126.8894805,단독주택
경기도 광명시 소하동 1320-9,20110831.0,20110831.0,20111212.0,220.0,109.93,49.97,219.17,219.17,99.62,단독주택,다가구주택,37.44817200000001,126.8892524,단독주택
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단7 3,20110901.0,20110901.0,20111223.0,273.0,162.41,59.49,494.97,494.97,181.31,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4397486,126.881855,단독주택
경기도 광명시 광명동 158-806,20110905.0,20110905.0,20120227.0,248.9,159.28,63.99,1222.77,1120.56,450.2,제2종근린생활시설,,37.4791931,126.8537261,제2종근린생활시설
경기도 광명시 소하동 광명역세권지구 단7-5,20110908.0,20110908.0,20120302.0,272.0,143.17,52.64,493.24,493.24,181.34,단독주택,,37.4397486,126.881855,단독주택
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 보육시설용지2,20110909.0,20110909.0,20120201.0,660.0,395.25,59.89,1658.42,1178.1,178.5,교육연구시설,유치원,37.4397486,126.881855,교육연구시설
경기도 광명시 소하동 1277-3,20110919.0,20110919.0,20120104.0,259.5,124.76,48.08,258.4,258.4,99.58,단독주택,,37.4561142,126.8813139,단독주택
경기도 광명시 소하동 17-1,20110920.0,20110920.0,20120209.0,277.0,161.16,58.18,547.75,547.75,197.74,단독주택,제1종근린생시설(소매점)/다가구택5가구,37.4499572,126.8722936,단독주택
경기도 광명시 소하동 광명시 역세권택지지구 3 4,20110920.0,20110920.0,20120118.0,294.0,172.18,58.56,494.91,494.91,168.34,단독주택,"다가구주택,제1종근린생활시설(소매점)",37.4397486,126.881855,단독주택
경기도 광명시 소하동 883-7,20110921.0,20110921.0,20111227.0,269.0,159.23,59.19,544.83,544.8,202.54,공동주택,제2종근린생활시설,37.4379275,126.8802902,공동주택
경기도 광명시 소하동 1320-8,20110921.0,20110921.0,20120406.0,220.0,105.38,47.9,321.96,218.78,99.45,단독주택,다가구주택,37.4482793,126.8891745,단독주택
경기도 광명시 하안동 밤일택지개발지구 단독7블록 6로트,20110921.0,20110921.0,20120625.0,289.0,170.62,59.0381,282.31,282.31,97.6851,단독주택,,37.4590598,126.8698947,단독주택
경기도 광명시 하안동 475-8,20110926.0,20110926.0,20160412.0,329.0,196.5525,59.74,296.625,296.625,90.159,제2종근린생활시설,사무소,37.455296,126.8599543,제2종근린생활시설
경기도 광명시 소하동 1314-5,20110927.0,20110927.0,20111229.0,223.2,107.48,48.15,221.47,221.47,99.22,단독주택,다가구주택,37.4492001,126.8896668,단독주택
경기도 광명시 소하동 1311-19,20110928.0,20110928.0,20120109.0,210.3,101.52,48.27,208.98,208.98,99.37,단독주택,다가구주택,37.4480432,126.8907782,단독주택
경기도 광명시 광명동 719-9,20111005.0,20111005.0,20120530.0,237.9,141.21,59.36,473.42,473.42,199.0,공동주택,"도시형생활주택,다세대주택",37.4702984,126.8554792,공동주택
경기도 광명시 소하동 1382-6,20111007.0,20111007.0,20120426.0,293.0,173.49,59.21,492.05,492.05,167.94,단독주택,"다가구주택,제2종근린생활시설",37.4324016,126.8800043,단독주택
경기도 광명시 소하동 1311-8,20111007.0,20111007.0,20120130.0,229.4,108.81,47.43,224.97,224.97,98.07,단독주택,다가구주택,37.4492451,126.889966,단독주택
경기도 광명시 소하동 1316-10,20111015.0,20111015.0,20120130.0,221.7,102.71,46.33,219.9,219.9,99.19,단독주택,다가구주택,37.4481711,126.8897224,단독주택
경기도 광명시 소하동 1382-5,20111018.0,20111018.0,20120611.0,293.0,173.49,59.21,494.34,494.34,168.72,단독주택,,37.4324017,126.880207,단독주택
경기도 광명시 소하동 1382-1,20111018.0,20111018.0,20120524.0,293.0,147.47,50.33,494.42,494.42,168.74,단독주택,"다가구주택,제2종근린생활시설",37.432548,126.8800001,단독주택
경기도 광명시 하안동 밤일지구 2 6,20111018.0,20111018.0,20120229.0,184.8,103.9,56.22,233.74,233.74,126.48,단독주택,다가구주택,37.4590598,126.8698947,단독주택
경기도 광명시 소하동 1277,20111018.0,20111018.0,20130205.0,260.7,127.06,48.74,376.5,259.32,99.47,단독주택,다가구주택,37.4562085,126.8808079,단독주택
경기도 광명시 소하동 광명역세권택지개발지구 단A6 1,20111019.0,20111019.0,20120323.0,264.0,158.21,59.93,494.84,494.84,187.44,단독주택,다가구주택(5가구),37.4397486,126.881855,단독주택
경기도 광명시 소하동 1321-5,20111020.0,20111020.0,20120710.0,263.6,157.25,59.65,494.84,494.84,187.73,단독주택,,37.4479612,126.8890135,단독주택
경기도 광명시 하안동 밤일지구 23 5,20111024.0,20111024.0,20120217.0,646.8,263.76,40.7792,263.76,263.76,40.7792,제1종근린생활시설,,37.4590598,126.8698947,제1종근린생활시설
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 11 5,20111025.0,20111025.0,20120327.0,262.0,156.97,59.91,492.59,492.59,188.01,단독주택,"다가구주택, 제2종근린생활시설(일반음식점)",37.4397486,126.881855,단독주택
경기도 광명시 소하동 광명역세권 택지개발지구내 단3 6,20111026.0,20111026.0,20120209.0,294.0,172.8,58.78,478.0,478.0,162.59,단독주택,다가구주택,37.4397486,126.881855,단독주택
경기도 광명시 일직동 역세권지구 단21 7,20111103.0,20111103.0,20120504.0,263.0,157.25,59.79,440.01,440.01,167.3,단독주택,"다가구주택,제1,2종근린생활시설",37.4212396,126.886224,단독주택
경기도 광명시 소하동 1312-8,20111104.0,20111104.0,20120501.0,263.9,158.12,59.92,475.31,475.31,180.11,단독주택,다가구주택및제2종근린생활시설,37.4496943,126.8891582,단독주택
경기도 광명시 소하동 광명역세권택지지구 단7 1,20111105.0,20111105.0,20120613.0,273.0,163.2,59.78,494.96,494.96,181.3,단독주택,,37.4397486,126.881855,단독주택
경기도 광명시 일직동 369-2,20110908.0,20111107.0,20171113.0,808.0,321.49,39.79,800.36,800.36,99.05,제2종근린생활시설,사무실,37.4212396,126.886224,제2종근린생활시설
경기도 광명시 일직동 371-1,20111108.0,20111108.0,20120329.0,330.0,181.17,54.9,181.17,181.17,54.9,단독주택,,37.4212396,126.886224,단독주택
경기도 광명시 소하동 1316-3,20111109.0,20111109.0,20120523.0,222.6,95.72,43.0009,208.29,208.29,93.5714,단독주택,다가구주택(2가구),37.4484181,126.889875,단독주택
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단7 4,20111109.0,20111109.0,20120323.0,273.0,162.41,59.49,494.97,494.97,181.31,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4397486,126.881855,단독주택
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단6 10,20111109.0,20111109.0,20120502.0,264.0,158.25,59.94,493.8,493.8,187.05,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4397486,126.881855,단독주택
경기도 광명시 소하동 광명역세권 택지개발사업지구 단독주택용지 6 9,20111109.0,20111109.0,20120502.0,263.0,157.52,59.89,488.15,488.15,185.61,단독주택,"다가구주택,제2종근린생활시설(일반음식점",37.4397486,126.881855,단독주택
