,spot_idx,longitude,latitude,utmk_x,utmk_y,year,month,이전 3달 평균 250m 사고빈도,전년도 같은 달 250m 사고빈도,전년도 평균 250m 사고빈도,3년 평균 250m 사고빈도,1500m 내 공사 수,2000m 내 대규모 공사,predicted,rounded_predicted,acci_rate
6169,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,2,0.6666666666666666,0,0.6666666666666666,0.3888888888888889,4,1,0.17719185162386264,0.0,1
6170,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,3,1.0,1,0.75,0.3888888888888889,5,1,0.199876601828751,0.0,1
6171,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,4,0.6666666666666666,0,0.8333333333333334,0.4166666666666667,4,1,0.22514598580619172,0.0,1
6172,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,5,1.0,0,0.8333333333333334,0.4166666666666667,4,1,0.28141769425226615,0.0,0
6173,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,6,0.6666666666666666,0,0.8333333333333334,0.4166666666666667,3,0,0.1665820138530263,0.0,1
6174,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,7,0.6666666666666666,1,0.75,0.4166666666666667,3,0,0.11618667825883566,0.0,1
6175,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,8,0.6666666666666666,1,0.9166666666666666,0.4444444444444444,4,0,0.15617249344332373,0.0,1
6176,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,9,1.0,0,0.4166666666666667,0.4722222222222222,6,0,0.2257133160270559,0.0,0
6177,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,10,0.6666666666666666,0,0.4166666666666667,0.4722222222222222,7,0,0.18974085572391708,0.0,0
6178,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,11,0.3333333333333333,0,0.3333333333333333,0.4722222222222222,7,0,0.1715705640350249,0.0,0
6179,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2022,12,0.0,2,0.25,0.4722222222222222,7,0,0.3565509599776391,0.0,2
6180,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,1,0.6666666666666666,0,0.08333333333333333,0.5277777777777778,7,0,0.2392838653022613,0.0,1
6181,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,2,1.0,1,0.75,0.5,7,0,0.29318850639808636,0.0,0
6182,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,3,1.0,1,0.8333333333333334,0.5277777777777778,6,0,0.3020118038498114,0.0,1
6183,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,4,0.6666666666666666,1,0.8333333333333334,0.5277777777777778,6,0,0.23518234701924312,0.0,1
6184,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,5,0.6666666666666666,0,0.8333333333333334,0.5,6,0,0.2172418520573829,0.0,0
6185,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,6,0.6666666666666666,1,0.8333333333333334,0.5,6,0,0.215106054355787,0.0,0
6186,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,7,0.3333333333333333,1,0.8333333333333334,0.5,9,1,0.2190078105063411,0.0,1
6187,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,8,0.3333333333333333,1,0.9166666666666666,0.5277777777777778,8,0,0.20218051112432933,0.0,1
6188,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,9,0.6666666666666666,0,0.16666666666666666,0.5555555555555556,7,0,0.2543855130867301,0.0,1
6189,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,10,1.0,0,0.25,0.5555555555555556,8,0,0.2879951887148171,0.0,1
6190,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,11,1.0,0,0.3333333333333333,0.5555555555555556,7,0,0.28268762996999763,0.0,2
6191,42,126.88112490340268,37.42763120009555,945433.9844138784,1936370.941370026,2023,12,1.3333333333333333,2,0.4166666666666667,0.5277777777777778,5,0,0.4532044261180346,0.0,0
6192,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,1,0.3333333333333333,1,0.08333333333333333,0.25,15,2,0.1790545284042815,0.0,1
6193,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,2,0.6666666666666666,1,0.3333333333333333,0.2777777777777778,20,3,0.33768274203953696,0.0,1
6194,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,3,0.6666666666666666,0,0.3333333333333333,0.2777777777777778,27,3,0.17610122662023153,0.0,0
6195,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,4,0.6666666666666666,0,0.3333333333333333,0.25,29,3,0.15523385488325925,0.0,0
6196,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,5,0.3333333333333333,0,0.4166666666666667,0.2222222222222222,38,3,0.06412235109313213,0.0,0
6197,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,6,0.0,0,0.4166666666666667,0.2222222222222222,44,3,0.08703935927797524,0.0,0
6198,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,7,0.0,0,0.5,0.2222222222222222,38,3,0.08551038143483325,0.0,0
